Description,PromoCode,DistributorLegacyNumber,OrderHeaderLegacyNumber,CreatedDate
PlanDeLealtadDIB,PlanDeLealtadDIB,1708642,445559226310,Tue Jun 30 2020 22:23:39 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708824,445560226493,Tue Jun 30 2020 22:26:17 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708644,445561226312,Tue Jun 30 2020 22:27:46 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708889,445562226558,Tue Jun 30 2020 22:30:43 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1702470,445564213730,Tue Jun 30 2020 22:33:20 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708641,445565226309,Tue Jun 30 2020 22:33:42 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1601435,445563144079,Tue Jun 30 2020 22:36:19 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707602,445566224993,Tue Jun 30 2020 22:36:27 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708662,445567226330,Tue Jun 30 2020 22:36:37 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708665,445568226333,Tue Jun 30 2020 22:38:40 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708918,445569226587,Tue Jun 30 2020 22:39:35 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708920,445570226589,Tue Jun 30 2020 22:46:23 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708877,445571226546,Tue Jun 30 2020 22:49:32 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1706786,445572221932,Tue Jun 30 2020 22:50:19 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708243,445573225911,Tue Jun 30 2020 22:50:48 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708721,445574226389,Tue Jun 30 2020 22:53:18 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1708923,445576226592,Tue Jun 30 2020 22:59:03 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708924,445579226593,Tue Jun 30 2020 23:09:41 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1707055,445580222309,Tue Jun 30 2020 23:23:20 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1708071,445582225739,Tue Jun 30 2020 23:25:40 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1708073,445583225741,Tue Jun 30 2020 23:28:09 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1353626,445585180916,Tue Jun 30 2020 23:29:08 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708301,445586225969,Tue Jun 30 2020 23:29:19 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1708358,445588226026,Tue Jun 30 2020 23:38:52 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1708361,445589226029,Tue Jun 30 2020 23:40:41 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1708666,445591226334,Tue Jun 30 2020 23:43:22 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1706913,445593222166,Tue Jun 30 2020 23:52:13 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708349,445594226017,Tue Jun 30 2020 23:53:40 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708094,445595225762,Tue Jun 30 2020 23:55:30 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1706914,445597222167,Tue Jun 30 2020 23:58:19 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707798,445598225189,Tue Jun 30 2020 23:58:23 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708931,445599226600,Tue Jun 30 2020 23:58:38 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708531,445600226199,Wed Jul 01 2020 00:00:10 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707495,445601224885,Wed Jul 01 2020 00:00:22 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1706305,445602221447,Wed Jul 01 2020 00:12:12 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1706330,445603221472,Wed Jul 01 2020 00:18:38 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1414459,44560456168,Wed Jul 01 2020 00:23:30 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1708928,445605226597,Wed Jul 01 2020 00:25:59 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708070,445606225738,Wed Jul 01 2020 00:27:51 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1708927,445607226596,Wed Jul 01 2020 00:31:24 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1708923,445608226592,Wed Jul 01 2020 00:37:45 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708537,445609226205,Wed Jul 01 2020 00:46:57 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1403523,44561334002,Wed Jul 01 2020 07:00:45 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1705849,445614218940,Wed Jul 01 2020 08:24:21 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708116,445615225784,Wed Jul 01 2020 08:26:39 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,44838,44561738461,Wed Jul 01 2020 08:47:26 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,16085,44561832615,Wed Jul 01 2020 09:01:07 GMT-0500 (GMT-05:00)
,PlanDeLealtadBL,110782,44561942613,Wed Jul 01 2020 09:08:01 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1435530,44562088158,Wed Jul 01 2020 09:09:34 GMT-0500 (GMT-05:00)
,PlanDeLealtadPisa ,123039,445621212174,Wed Jul 01 2020 09:09:53 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1441981,445622105193,Wed Jul 01 2020 09:12:26 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707191,445624222447,Wed Jul 01 2020 09:18:36 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708794,445625226463,Wed Jul 01 2020 09:19:57 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707945,445626225613,Wed Jul 01 2020 09:21:54 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708821,445627226490,Wed Jul 01 2020 09:34:10 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1617720,445628187224,Wed Jul 01 2020 09:34:13 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1607814,445629166774,Wed Jul 01 2020 09:36:58 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,24664,44563033055,Wed Jul 01 2020 09:40:31 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1601475,445631144116,Wed Jul 01 2020 09:47:07 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1449724,445632130223,Wed Jul 01 2020 09:49:03 GMT-0500 (GMT-05:00)
,PlanDeLealtadPisa ,122023,44563348150,Wed Jul 01 2020 09:49:24 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1596446,445634139528,Wed Jul 01 2020 09:49:37 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,22796,44563532037,Wed Jul 01 2020 09:50:46 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1613397,445636173498,Wed Jul 01 2020 09:52:41 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1702869,445637214129,Wed Jul 01 2020 09:53:34 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1601475,445638144116,Wed Jul 01 2020 09:54:29 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1394985,44563925150,Wed Jul 01 2020 09:55:12 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1606466,445640158798,Wed Jul 01 2020 09:58:31 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708548,445641226216,Wed Jul 01 2020 09:59:21 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707146,445642222402,Wed Jul 01 2020 10:02:49 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1410748,44564343654,Wed Jul 01 2020 10:02:52 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1596474,445644139556,Wed Jul 01 2020 10:03:16 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707122,445645222378,Wed Jul 01 2020 10:03:22 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1708845,445646226514,Wed Jul 01 2020 10:03:36 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708406,445647226074,Wed Jul 01 2020 10:05:05 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1707362,445648224752,Wed Jul 01 2020 10:05:42 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1442172,445649105324,Wed Jul 01 2020 10:05:44 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1388333,44565020347,Wed Jul 01 2020 10:06:04 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1361805,445651191661,Wed Jul 01 2020 10:08:23 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707126,445652222382,Wed Jul 01 2020 10:08:39 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1700897,445653208382,Wed Jul 01 2020 10:10:56 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1707773,445654225164,Wed Jul 01 2020 10:12:36 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1707773,445655225164,Wed Jul 01 2020 10:18:34 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,29728,44565633614,Wed Jul 01 2020 10:23:16 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1591418,445657124798,Wed Jul 01 2020 10:25:13 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1346013,445658176309,Wed Jul 01 2020 10:27:43 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1437722,445659107549,Wed Jul 01 2020 10:33:20 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708723,445660226391,Wed Jul 01 2020 10:33:49 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1617846,445661187349,Wed Jul 01 2020 10:41:48 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1703178,445662214438,Wed Jul 01 2020 10:42:56 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1703890,445663215150,Wed Jul 01 2020 10:46:00 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,20393,44566431595,Wed Jul 01 2020 10:47:02 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1704094,445665215354,Wed Jul 01 2020 10:47:13 GMT-0500 (GMT-05:00)
