Description,PromoCode,DistributorLegacyNumber,OrderHeaderLegacyNumber,CreatedDate
PlanDeLealtadDIB,PlanDeLealtadDIB,1710705,455899228483,Fri Jul 31 2020 20:05:33 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1709550,455901227328,Fri Jul 31 2020 20:07:51 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710526,455902228304,Fri Jul 31 2020 20:08:55 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1709762,455903227540,Fri Jul 31 2020 20:11:28 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1710709,455906228487,Fri Jul 31 2020 20:13:31 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708844,455908226513,Fri Jul 31 2020 20:16:14 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710176,455909227954,Fri Jul 31 2020 20:17:54 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1709768,455910227546,Fri Jul 31 2020 20:19:14 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710710,455912228488,Fri Jul 31 2020 20:22:25 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1703221,455913214481,Fri Jul 31 2020 20:22:31 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710035,455915227813,Fri Jul 31 2020 20:22:54 GMT-0500 (GMT-05:00)
,PlanDeLealtadPisa ,416127,455914222960,Fri Jul 31 2020 20:22:54 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1709761,455916227539,Fri Jul 31 2020 20:25:26 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1709793,455917227571,Fri Jul 31 2020 20:30:40 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1703112,455918214372,Fri Jul 31 2020 20:34:22 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1709747,455919227525,Fri Jul 31 2020 20:40:59 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710687,455920228465,Fri Jul 31 2020 20:43:36 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710127,455921227905,Fri Jul 31 2020 20:46:45 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1709210,455922226894,Fri Jul 31 2020 20:46:56 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1300392,455923111138,Fri Jul 31 2020 20:47:56 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710128,455925227906,Fri Jul 31 2020 20:50:33 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710344,455926228122,Fri Jul 31 2020 20:53:36 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707166,455927222422,Fri Jul 31 2020 20:54:18 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1709771,455929227549,Fri Jul 31 2020 20:59:46 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710718,455930228496,Fri Jul 31 2020 21:00:36 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1709763,455931227541,Fri Jul 31 2020 21:01:37 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708219,455932225887,Fri Jul 31 2020 21:01:40 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1609196,455933159379,Fri Jul 31 2020 21:07:11 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,14814,45593432573,Fri Jul 31 2020 21:07:57 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1709722,455935227500,Fri Jul 31 2020 21:08:03 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710575,455936228353,Fri Jul 31 2020 21:10:23 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1709575,455937227353,Fri Jul 31 2020 21:10:45 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710679,455939228457,Fri Jul 31 2020 21:15:41 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1709766,455940227544,Fri Jul 31 2020 21:18:07 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710511,455942228289,Fri Jul 31 2020 21:19:20 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708909,455943226578,Fri Jul 31 2020 21:19:23 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708813,455944226482,Fri Jul 31 2020 21:19:57 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1388261,45594620313,Fri Jul 31 2020 21:24:43 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708919,455948226588,Fri Jul 31 2020 21:29:51 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1705516,455947218607,Fri Jul 31 2020 21:29:52 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710562,455949228340,Fri Jul 31 2020 21:30:57 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710720,455951228498,Fri Jul 31 2020 21:32:47 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710489,455952228267,Fri Jul 31 2020 21:36:57 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1709737,455953227515,Fri Jul 31 2020 21:37:10 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710078,455955227856,Fri Jul 31 2020 21:39:06 GMT-0500 (GMT-05:00)
Afíliate con Paquete Negocio 300 y obtén 2 Glutacal sin costo.,Glutacal Negocio 300,1710078,455955227856,Fri Jul 31 2020 21:39:06 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1709684,455956227462,Fri Jul 31 2020 21:39:11 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1706279,455954221420,Fri Jul 31 2020 21:39:40 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707795,455958225186,Fri Jul 31 2020 21:50:47 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1609443,455959159995,Fri Jul 31 2020 21:51:16 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1703783,455960215043,Fri Jul 31 2020 21:52:04 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708852,455961226521,Fri Jul 31 2020 21:55:53 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1436301,45596299116,Fri Jul 31 2020 21:57:48 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708852,455963226521,Fri Jul 31 2020 22:05:57 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1613299,455965173400,Fri Jul 31 2020 22:09:56 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707782,455966225173,Fri Jul 31 2020 22:11:48 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708067,455967225735,Fri Jul 31 2020 22:13:39 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1709921,455968227699,Fri Jul 31 2020 22:16:33 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1617312,455969186625,Fri Jul 31 2020 22:16:39 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1595803,455970137833,Fri Jul 31 2020 22:17:17 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707789,455971225180,Fri Jul 31 2020 22:17:27 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1610997,455972163384,Fri Jul 31 2020 22:19:55 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708900,455974226569,Fri Jul 31 2020 22:23:19 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707047,455977222300,Fri Jul 31 2020 22:25:52 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1597249,455978146377,Fri Jul 31 2020 22:26:50 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707047,455979222300,Fri Jul 31 2020 22:27:48 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1449940,455981120620,Fri Jul 31 2020 23:00:00 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1606748,455985155339,Sat Aug 01 2020 08:30:28 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1612701,455986172437,Sat Aug 01 2020 08:48:25 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1705708,455987218799,Sat Aug 01 2020 08:53:07 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1616869,455988185814,Sat Aug 01 2020 09:05:33 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1430084,45598992126,Sat Aug 01 2020 09:07:51 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1346013,455990176309,Sat Aug 01 2020 09:12:01 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708822,455991226491,Sat Aug 01 2020 09:12:48 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1400998,45599229191,Sat Aug 01 2020 09:12:51 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710201,455993227979,Sat Aug 01 2020 09:15:38 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1591341,455994124730,Sat Aug 01 2020 09:18:06 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1270839,45599580377,Sat Aug 01 2020 09:18:43 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1449867,455996130730,Sat Aug 01 2020 09:20:52 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1422137,45599765397,Sat Aug 01 2020 09:23:10 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,44263,45599838397,Sat Aug 01 2020 09:23:58 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1600043,455999141343,Sat Aug 01 2020 09:24:31 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1705047,456000218138,Sat Aug 01 2020 09:27:07 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1608171,456002167500,Sat Aug 01 2020 09:29:42 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1602754,456003152262,Sat Aug 01 2020 09:30:38 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1616899,456004185844,Sat Aug 01 2020 09:35:52 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1615196,456005176862,Sat Aug 01 2020 09:36:12 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1709193,456006226877,Sat Aug 01 2020 09:38:53 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1704083,456007215343,Sat Aug 01 2020 09:40:00 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1702717,456008213977,Sat Aug 01 2020 09:40:58 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1449846,456009130709,Sat Aug 01 2020 09:43:57 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1705283,456010218374,Sat Aug 01 2020 09:44:51 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,32898,45601136431,Sat Aug 01 2020 09:45:31 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1591205,456012124232,Sat Aug 01 2020 09:46:34 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1396199,45601326311,Sat Aug 01 2020 09:48:55 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1705977,456014221118,Sat Aug 01 2020 09:51:26 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1362701,456015192399,Sat Aug 01 2020 09:51:42 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1611972,456017170973,Sat Aug 01 2020 09:52:43 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1442682,456018112105,Sat Aug 01 2020 09:52:52 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1445331,456019106811,Sat Aug 01 2020 09:53:28 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1406447,45602049339,Sat Aug 01 2020 09:54:40 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,39542,45602135962,Sat Aug 01 2020 09:56:14 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1705775,456022218866,Sat Aug 01 2020 09:57:20 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1605325,456024156217,Sat Aug 01 2020 09:59:28 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1283288,45602592050,Sat Aug 01 2020 09:59:55 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708006,456026225674,Sat Aug 01 2020 10:00:38 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1704673,456027217667,Sat Aug 01 2020 10:00:44 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1297937,456028108666,Sat Aug 01 2020 10:01:36 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1396197,45602926309,Sat Aug 01 2020 10:02:07 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1419165,45603070242,Sat Aug 01 2020 10:02:25 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1705625,456031218716,Sat Aug 01 2020 10:04:39 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707027,456032222280,Sat Aug 01 2020 10:08:52 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1437274,456033100792,Sat Aug 01 2020 10:13:03 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1605566,456034157194,Sat Aug 01 2020 10:13:57 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,44041,45603537738,Sat Aug 01 2020 10:14:16 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710729,456036228507,Sat Aug 01 2020 10:16:05 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1611679,456038170312,Sat Aug 01 2020 10:17:21 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1432927,45603987403,Sat Aug 01 2020 10:19:58 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1330990,456040153489,Sat Aug 01 2020 10:21:57 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1710730,456041228508,Sat Aug 01 2020 10:22:43 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1705666,456042218757,Sat Aug 01 2020 10:24:52 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708173,456043225841,Sat Aug 01 2020 10:26:08 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1605115,456044155647,Sat Aug 01 2020 10:26:25 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1701609,456045209194,Sat Aug 01 2020 10:26:39 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1709106,456046226790,Sat Aug 01 2020 10:30:58 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1702184,456047213444,Sat Aug 01 2020 10:31:24 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1612444,456048171811,Sat Aug 01 2020 10:33:05 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710582,456049228360,Sat Aug 01 2020 10:38:22 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,35397,45605035588,Sat Aug 01 2020 10:40:03 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710614,456051228392,Sat Aug 01 2020 10:41:50 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1703087,456053214347,Sat Aug 01 2020 10:42:05 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707114,456054222370,Sat Aug 01 2020 10:43:57 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1409435,45605541998,Sat Aug 01 2020 10:44:01 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1436483,45605699284,Sat Aug 01 2020 10:44:26 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708515,456057226183,Sat Aug 01 2020 10:45:00 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710621,456058228399,Sat Aug 01 2020 10:45:04 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1609740,456059160660,Sat Aug 01 2020 10:45:22 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1609813,456060160733,Sat Aug 01 2020 10:45:30 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1591617,456061130810,Sat Aug 01 2020 10:47:11 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1700193,456062207678,Sat Aug 01 2020 10:47:41 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1440374,456063102271,Sat Aug 01 2020 10:48:01 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1702541,456064213801,Sat Aug 01 2020 10:48:45 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710626,456065228404,Sat Aug 01 2020 10:48:50 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1437462,456066101340,Sat Aug 01 2020 10:49:37 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708304,456067225972,Sat Aug 01 2020 10:50:51 GMT-0500 (GMT-05:00)
Promotion 90 Days,90Days_500043_2_AF,1708304,456067225972,Sat Aug 01 2020 10:50:51 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1709828,456068227606,Sat Aug 01 2020 10:51:00 GMT-0500 (GMT-05:00)
,PlanDeLealtadPisa ,117044,45606946709,Sat Aug 01 2020 10:53:17 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1433810,45607094627,Sat Aug 01 2020 10:53:48 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1604300,456071144544,Sat Aug 01 2020 10:57:38 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1442309,456072105821,Sat Aug 01 2020 10:58:33 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1615424,456073177456,Sat Aug 01 2020 10:59:57 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,35393,45607435587,Sat Aug 01 2020 11:00:20 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1616949,456075185894,Sat Aug 01 2020 11:02:45 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,19090,45607633089,Sat Aug 01 2020 11:04:09 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1615424,456077177456,Sat Aug 01 2020 11:05:57 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1611295,456078169562,Sat Aug 01 2020 11:07:04 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708380,456079226048,Sat Aug 01 2020 11:08:26 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1330990,456080153489,Sat Aug 01 2020 11:08:38 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1380406,456081206799,Sat Aug 01 2020 11:10:06 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,63093,45608249911,Sat Aug 01 2020 11:11:33 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1613086,456083173187,Sat Aug 01 2020 11:12:26 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1709927,456084227705,Sat Aug 01 2020 11:14:09 GMT-0500 (GMT-05:00)
